file,section,depth,startLine,endLine,score,clarity,actionability,evidence,voice,freshness,boundaryClarity,words,highFindings,mediumFindings,lowFindings,issueSummary
pages/developers/api/reference/ITangleOperators.mdx,registerOperator,4,28,43,8,8.1,7,7.2,9,8.7,8.6,56,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,registerOperator,4,44,60,8.1,8.6,7,7.2,9,8.7,8.6,26,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,unregisterOperator,4,61,68,8,8.6,6.5,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,updateOperatorPreferences,4,69,84,8,8.1,6.9,7.2,9,8.7,8.6,42,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,getOperatorRegistration,4,85,92,8,8.6,6.5,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,getOperatorPreferences,4,93,100,8,8.6,6.5,7.2,9,8.7,8.6,11,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,getOperatorPublicKey,4,101,110,7.9,8.6,6.2,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,isOperatorRegistered,4,111,118,8,8.6,6.5,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,Events,4,119,120,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleOperators.mdx,OperatorRegistered,4,121,137,8,8.1,7,7.2,9,8.7,8.6,40,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,OperatorUnregistered,4,138,143,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleOperators.mdx,OperatorPreferencesUpdated,4,144,160,7.9,8.1,6.7,7.2,9,8.7,8.6,45,0,0,0,thin page
pages/developers/api/reference/ITanglePaymentsInternal.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITanglePaymentsInternal.mdx,ITanglePaymentsInternal,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITanglePaymentsInternal.mdx,ITanglePaymentsInternal,3,10,11,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITanglePaymentsInternal.mdx,Functions,4,12,13,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITanglePaymentsInternal.mdx,distributePayment,4,14,19,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITanglePaymentsInternal.mdx,depositToEscrow,4,20,25,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleRewards.mdx,ITangleRewards,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,ITangleRewards,3,10,13,7.8,8.6,5.6,7,9,8.7,8.6,6,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleRewards.mdx,Functions,4,14,15,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleRewards.mdx,claimRewards,4,16,23,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,claimRewards,4,24,31,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,claimRewardsBatch,4,32,39,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,claimRewardsAll,4,40,47,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,pendingRewards,4,48,55,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,pendingRewards,4,56,63,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,rewardTokens,4,64,73,7.9,8.6,6.2,7.2,9,8.7,8.6,16,0,0,0,thin page
pages/developers/api/reference/ITangleRewards.mdx,Events,4,74,75,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleRewards.mdx,RewardsClaimed,4,76,81,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSecurityView.mdx,ITangleSecurityView,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,ITangleSecurityView,3,10,13,7.8,8.6,5.6,7,9,8.7,8.6,11,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSecurityView.mdx,Functions,4,14,15,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSecurityView.mdx,getServiceSecurityRequirements,4,16,21,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,getServiceSecurityCommitmentBps,4,22,27,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,treasury,4,28,33,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,getService,4,34,39,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSecurityView.mdx,getServiceOperators,4,40,45,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleServices.mdx,ITangleServices,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ITangleServices,3,10,13,7.8,8.6,5.6,7,9,8.7,8.6,5,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleServices.mdx,Functions,4,14,15,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleServices.mdx,requestService,4,16,23,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,requestServiceWithExposure,4,24,31,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,requestServiceWithSecurity,4,32,41,7.9,8.6,6.2,7.2,9,8.7,8.6,19,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceRequestResourceRequirements,4,42,49,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,approveService,4,50,63,7.2,7.7,6.4,7.2,8.5,8.7,8.6,88,0,3,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getTeeCommitmentRoot,4,64,71,7.8,8.1,6.2,7.2,9,8.7,8.6,49,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,teeNonceFor,4,72,79,7.7,8,6.2,7.7,8.8,8.7,8.6,36,0,1,0,thin page
pages/developers/api/reference/ITangleServices.mdx,blsPopMessage,4,80,87,8,8.6,6.2,7.7,9,8.7,8.6,27,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,rejectService,4,88,95,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,expireServiceRequest,4,96,105,7.8,8.1,6.2,7.2,9,8.7,8.6,44,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,createServiceFromQuotes,4,106,125,8,8.1,6.8,7.2,9,8.7,8.6,56,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,extendServiceFromQuotes,4,126,133,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,terminateService,4,134,141,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,terminateServiceForNonPayment,4,142,149,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,addPermittedCaller,4,150,157,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,removePermittedCaller,4,158,165,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,joinService,4,166,173,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,joinServiceWithCommitments,4,174,181,7.9,8.6,6.2,7.2,9,8.7,8.6,12,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,leaveService,4,182,189,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,scheduleExit,4,190,197,7.9,8.6,6.2,7.2,9,8.7,8.6,12,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,executeExit,4,198,205,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,cancelExit,4,206,213,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,forceExit,4,214,221,7.9,8.6,6.2,7.2,9,8.7,8.6,12,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,forceRemoveOperator,4,222,236,8,8.6,6.6,7.2,9,8.7,8.6,26,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,billSubscription,4,237,244,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,billSubscriptionBatch,4,245,252,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getBillableServices,4,253,260,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,fundService,4,261,268,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceRequest,4,269,276,7.9,8.6,6.2,7.2,9,8.7,8.6,4,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceRequestSecurityRequirements,4,277,284,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceRequestSecurityCommitments,4,285,292,7.9,8.6,6.2,7.2,9,8.7,8.6,10,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getService,4,293,300,7.9,8.6,6.2,7.2,9,8.7,8.6,4,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,isServiceActive,4,301,308,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,isServiceOperator,4,309,316,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceOperator,4,317,324,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceOperators,4,325,332,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceSecurityRequirements,4,333,340,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceEscrow,4,341,348,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getExitRequest,4,349,356,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getExitStatus,4,357,364,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getExitConfig,4,365,372,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,canScheduleExit,4,373,380,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,getServiceSecurityCommitments,4,381,388,7.9,8.6,6.2,7.2,9,8.7,8.6,11,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,isPermittedCaller,4,389,396,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,serviceCount,4,397,404,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,Events,4,405,406,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleServices.mdx,ServiceRequested,4,407,412,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceRequestedWithSecurity,4,413,418,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceApproved,4,419,424,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceRejected,4,425,430,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceActivated,4,431,436,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceTerminated,4,437,442,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,ServiceTerminatedForNonPayment,4,443,448,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,OperatorJoinedService,4,449,454,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,OperatorLeftService,4,455,460,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleServices.mdx,SubscriptionBilled,4,461,466,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSlashing.mdx,ITangleSlashing,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,ITangleSlashing,3,10,16,7.8,8.6,5.6,7.4,8.8,8.7,8.6,32,0,0,1,thin page; few executable examples
pages/developers/api/reference/ITangleSlashing.mdx,Functions,4,17,18,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSlashing.mdx,proposeSlash,4,19,41,7.9,8.1,6.5,7.2,9,8.7,8.6,52,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,disputeSlash,4,42,53,7.9,8.6,6.2,7.2,9,8.7,8.6,32,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,executeSlash,4,54,61,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,executeSlashBatch,4,62,69,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,getExecutableSlashes,4,70,77,7.9,8.6,6.2,7.2,9,8.7,8.6,10,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,cancelSlash,4,78,85,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,setSlashConfig,4,86,104,7.9,8.1,6.4,7.2,9,8.7,8.6,72,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,getSlashProposal,4,105,112,7.9,8.6,6.2,7.2,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,getSlashConfig,4,113,122,7.9,8.6,6.2,7.2,9,8.7,8.6,19,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,Events,4,123,124,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleSlashing.mdx,SlashProposed,4,125,145,7.9,8.1,6.5,7.2,8.8,8.7,8.6,82,0,0,1,thin page
pages/developers/api/reference/ITangleSlashing.mdx,SlashDisputed,4,146,161,7.9,8.1,6.3,7.2,9,8.7,8.6,40,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,SlashExecuted,4,162,178,7.8,8.1,6.4,7.2,8.8,8.7,8.6,44,0,0,1,thin page
pages/developers/api/reference/ITangleSlashing.mdx,SlashCancelled,4,179,194,7.9,8.1,6.3,7.2,9,8.7,8.6,36,0,0,0,thin page
pages/developers/api/reference/ITangleSlashing.mdx,SlashConfigUpdated,4,195,203,8,8.6,6.2,7.7,9,8.7,8.6,17,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleToken.mdx,ITangleToken,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,ITangleToken,3,10,13,7.8,8.6,5.6,7,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleToken.mdx,Functions,4,14,15,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/ITangleToken.mdx,getVotes,4,16,23,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,getPastVotes,4,24,31,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,getPastTotalSupply,4,32,39,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,delegates,4,40,47,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,delegate,4,48,55,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,delegateBySig,4,56,63,8,8.6,6.2,7.7,9,8.7,8.6,5,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,totalSupply,4,64,71,7.9,8.6,6.2,7.2,9,8.7,8.6,4,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,balanceOf,4,72,77,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,transfer,4,78,83,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,approve,4,84,89,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/ITangleToken.mdx,transferFrom,4,90,95,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/generated/BlueprintHookBase.mdx,BlueprintHookBase,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,BlueprintHookBase,3,10,15,7.8,8.6,5.6,7,9,8.7,8.6,12,0,0,0,thin page; few executable examples
pages/developers/api/reference/generated/BlueprintHookBase.mdx,Functions,4,16,17,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onBlueprintCreated,4,18,23,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onOperatorRegister,4,24,29,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onOperatorUnregister,4,30,35,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onServiceRequest,4,36,41,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onServiceApprove,4,42,47,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onServiceReject,4,48,53,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onServiceActivated,4,54,59,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onServiceTerminated,4,60,65,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,canJoin,4,66,71,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,canLeave,4,72,77,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onJobSubmitted,4,78,83,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onJobResult,4,84,89,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onJobCompleted,4,90,95,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onSlashProposed,4,96,101,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onSlashApplied,4,102,107,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,getDeveloperPaymentAddress,4,108,113,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,isPaymentTokenAllowed,4,114,119,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,getRequiredResultCount,4,120,125,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,requiresAggregation,4,126,131,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,getAggregationThreshold,4,132,137,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/BlueprintHookBase.mdx,onAggregatedResult,4,138,143,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/generated/IBlueprintHook.mdx,IBlueprintHook,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,IBlueprintHook,3,10,21,7.8,8.1,6,7,9,8.7,8.6,36,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,Functions,4,22,23,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/generated/IBlueprintHook.mdx,onBlueprintCreated,4,24,31,8,8.6,6.5,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onOperatorRegister,4,32,45,8,8.6,6.3,7.2,9,8.7,8.6,17,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onOperatorUnregister,4,46,53,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onServiceRequest,4,54,67,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onServiceApprove,4,68,75,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onServiceReject,4,76,83,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onServiceActivated,4,84,91,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onServiceTerminated,4,92,99,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,canJoin,4,100,107,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,canLeave,4,108,115,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onJobSubmitted,4,116,129,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onJobResult,4,130,143,8,8.6,6.3,7.2,9,8.7,8.6,19,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onJobCompleted,4,144,151,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onSlashProposed,4,152,165,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,onSlashApplied,4,166,173,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,getDeveloperPaymentAddress,4,174,181,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,isPaymentTokenAllowed,4,182,189,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/generated/IBlueprintHook.mdx,getRequiredResultCount,4,190,197,7.9,8.6,6.2,7.2,9,8.7,8.6,10,0,0,0,thin page
